facname,number,street,address,city,borough,latitude,longitude
FRIENDS OF CROWN HGTS #16,668,LOGAN STREET,668 LOGAN STREET,BROOKLYN,BROOKLYN,40.66935343,-73.87521771
STORYVILLE CENTER FOR THE SPOKEN WORD,75,BROAD STREET,75 BROAD STREET,NEW YORK,MANHATTAN,40.70468638,-74.01123242
ST. EDMUND ELEMANTARY SCHOOL,1902,AVENUE T,1902 AVENUE T,BROOKLYN,BROOKLYN,40.60124161,-73.95264803
GOOD SHEPHERD SERVICES,2120,RYER AVENUE,2120 RYER AVENUE,BRONX,BRONX,40.85395684,-73.90011792
535 CARLTON AVENUE PARKING CORP,535,CARLTON AVENUE,535 CARLTON AVENUE,BROOKLYN,BROOKLYN,40.68116823,-73.97065181
LEFFERTS PARK BIBLE SCHOOL,7524,14 AVENUE,7524 14 AVENUE,BROOKLYN,BROOKLYN,40.61865751,-74.00596356
NEW DORP LIBRARY,309,NEW DORP LANE,309 NEW DORP LANE,STATEN ISLAND,STATEN ISLAND,40.57193159,-74.11195698
SHANDOR INSTITUTE,3044,CONEY ISLAND AVENUE,3044 CONEY ISLAND AVENUE,BROOKLYN,BROOKLYN,40.58212379,-73.9602789
AMBULATORY SURGERY CENTER OF GREATER NEW YORK,1101,PELHAM PARKWAY NORTH,1101 PELHAM PARKWAY NORTH,BRONX,BRONX,40.85841793,-73.85532009
SCOTIA PARKING LLC,1171,ATLANTIC AVENUE,1171 ATLANTIC AVENUE,BROOKLYN,BROOKLYN,40.67887619,-73.9517881
BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2040,ANTIN PLACE,2040 ANTIN PLACE,BRONX,BRONX,40.85158897,-73.86442192
"LITTLE ORCHESTRA SOCIETY/ORPHEON, INC.",630,NINTH AVENUE,630 NINTH AVENUE,NEW YORK,MANHATTAN,40.75991544,-73.99115426
BAM BAM'S PLAYHOUSE,714,BANNER AVENUE,714 BANNER AVENUE,BROOKLYN,BROOKLYN,40.58318446,-73.96077969
LITTLE TOTS RED WAGON,204-28,ROCKAWAY POINT BOULEVARD,204-28 ROCKAWAY POINT BOULEVARD,BREEZY POINT,QUEENS,40.5612981,-73.91445052
SP PLUS CORPORATION,37,WEST 12 STREET,37 WEST 12 STREET,NEW YORK,MANHATTAN,40.73549262,-73.99593944
BAMBI EARLY CHILDHOOD EDUCATIONAL CENTER,1981,HOMECREST AVENUE,1981 HOMECREST AVENUE,BROOKLYN,BROOKLYN,40.60123293,-73.95946586
"HALAWAI, INC.",,,,NEW YORK,MANHATTAN,,
ST. TERESA CHURCH SAINT VINCENT DEPAUL SOCIETY,50-20,45 STREET,50-20 45 STREET,WOODSIDE,QUEENS,40.73700696,-73.9211345
CF CONSULTING TWENTY SEVEN LLC,166,EAST 63 STREET,166 EAST 63 STREET,NEW YORK,MANHATTAN,40.76404313,-73.96532577
INTELLECTUS PREPARATORY CHARTER SCHOOL,,,,,,,
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,911,FLATBUSH AVENUE,911 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,40.64957862,-73.95710459
HOLMES TOWERS,1792,1 AVENUE,1792 1 AVENUE,NEW YORK,MANHATTAN,40.78087674,-73.94573303
240 BROADWAY,,,,BROOKLYN,BROOKLYN,40.7088221,-73.95997886
YOUNG DANCERS IN REPERTORY INC,5602,5 AVENUE,5602 5 AVENUE,BROOKLYN,BROOKLYN,40.64179127,-74.01413423
BOROUGH PARK LIBRARY,,,,BROOKLYN,BROOKLYN,40.6388562,-73.9890175
KINGS BAY YM-YWHA,14,HOPE STREET,14 HOPE STREET,BROOKLYN,BROOKLYN,40.71349506,-73.95733456
P.S. 312 BERGEN BEACH,7103,AVENUE T,7103 AVENUE T,BROOKLYN,BROOKLYN,40.6220086,-73.90907991
CORONA SDA CHURCH,35-30,103 STREET,35-30 103 STREET,CORONA,QUEENS,40.75379485,-73.86500131
STUYVESANT RESIDENCE CLUB,74,ST MARKS PLACE,74 ST MARKS PLACE,NEW YORK,MANHATTAN,40.72769379,-73.98605894
MANHATTAN CENTER FOR MATH & SCIENCE,,,,NEW YORK,MANHATTAN,40.794697,-73.933334
ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,911,FLATBUSH AVENUE,911 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,40.64957862,-73.95710459
SOUTHEAST BRONX NEIGHBORHOOD CENTER  INC,955,TINTON AVENUE,955 TINTON AVENUE,BRONX,BRONX,40.8232235,-73.90336697
"COMPLICATED, INCORPORATED",1072,LORIMER STREET,1072 LORIMER STREET,BROOKLYN,BROOKLYN,40.72743423,-73.95364393
SCAN MULLALY ACADEMY,40,EAST 164 STREET,40 EAST 164 STREET,BRONX,BRONX,40.83080051,-73.92547771
PRE-K CENTER AT 61 STREET,,,61 ST,MASPETH,QUEENS,40.7249175,-73.90417107
MOBILE UNIT- MAIN STREET LIBRARY,41-17,MAIN STREET,41-17 MAIN STREET,FLUSHING,QUEENS,40.75778233,-73.82887651
MARTIN LUTHER SCHOOL,60-02,MASPETH AVENUE,60-02 MASPETH AVENUE,MASPETH,QUEENS,40.72283988,-73.90613555
3559 WHITE PLAINS RD TEXTILE DROP-OFF SITE,,,"3559 WHITE PLAINS RD, BRONX, NY, USA",BRONX,BRONX,40.879213,-73.86588
FRIENDS OF CROWN HGTS #26,20,SUTTER AVENUE,20 SUTTER AVENUE,BROOKLYN,BROOKLYN,40.6651538,-73.92203239
P.S. 152 DYCKMAN VALLEY,93,NAGLE AVENUE,93 NAGLE AVENUE,NEW YORK,MANHATTAN,40.86004757,-73.92760761
TELEPORT LEASE TO PORT AUTHORITY,10,TELEPORT DRIVE,10 TELEPORT DRIVE,STATEN ISLAND,STATEN ISLAND,40.605841,-74.178826
THE FORTUNE SOCIETY INC,1,HALLECK STREET,1 HALLECK STREET,BRONX,BRONX,40.80137205,-73.87699136
BRONX CS FOR EXCELLENCE MS,1952,BENEDICT AVENUE,1952 BENEDICT AVENUE,BRONX,BRONX,40.83399362,-73.85880693
"COMMUNITY-WORD PROJECT, INC.",11,BROADWAY,11 BROADWAY,NEW YORK,MANHATTAN,40.70530067,-74.01425791
STATEN ISLAND CHILDREN'S MUSEUM,,,1000 RICHMOND TERRACE BUILDING,STATEN ISLAND,STATEN ISLAND,40.644052,-74.101757
82ND STREET ACADEMICS,81-10,35 AVENUE,81-10 35 AVENUE,JACKSON HEIGHTS,QUEENS,40.75151663,-73.88510378
"OUR CHILDREN FIRST, INC.",3036,EAST TREMONT AVENUE,3036 EAST TREMONT AVENUE,BRONX,BRONX,40.83942324,-73.83711141
ST. MORITZ HOTEL,,,,NEW YORK,MANHATTAN,40.76525768,-73.97603997
VAN CORTLANDT PARK,3545,JEROME AVENUE,3545 JEROME AVENUE,BRONX,BRONX,40.893308,-73.88479
114-02 VAN WYCK EXPY TEXTILE DROP-OFF SITE,,,"114-02 VAN WYCK EXPY, JAMAICA, NY, USA",SOUTH OZONE PARK,QUEENS,40.682503,-73.806348
"PRESCHOOL R US 3, INC.",81-15,QUEENS BOULEVARD,81-15 QUEENS BOULEVARD,ELMHURST,QUEENS,40.7380577,-73.88161354
IRT SUBSTATION #13,225-27,WEST 53 STREET,225-27 WEST 53 STREET,NEW YORK,MANHATTAN,40.763946,-73.983557
"STARLIGHT DAYCARE,  INC",2585,CONEY ISLAND AVENUE,2585 CONEY ISLAND AVENUE,BROOKLYN,BROOKLYN,40.59360974,-73.96047942
"UDICHI SCHOOL OF PERFORMING ARTS NEW YORK, INC.",,,65 PIERPONT PLACE,STATEN ISLAND,STATEN ISLAND,,
POSTGRADUATE CENTER FOR MENTAL HEALTH,,CROTONA PARK,CROTONA PARK,BRONX,BRONX,40.83853714,-73.89299043
"YELED V' YALDA EARLY CHILDHOOD CENTER, INC.",835,FOREST HILL ROAD,835 FOREST HILL ROAD,STATEN ISLAND,STATEN ISLAND,40.6026205,-74.14005741
JAMAICA STATE ARMORY,93-05,168 STREET,93-05 168 STREET,JAMAICA,QUEENS,40.70483947,-73.79030755
DJ'S TOWING NY INC,59-81,MAURICE AVENUE,59-81 MAURICE AVENUE,MASPETH,QUEENS,40.72832728,-73.90642466
ST. THOMAS AQUINAS FOOD PANTRY,1900,CROTONA PARKWAY,1900 CROTONA PARKWAY,BRONX,BRONX,40.84070666,-73.88537871
762 SHEFFIELD AVE TEXTILE DROP-OFF SITE,,,"762 SHEFFIELD AVENUE, BROOKLYN, NY, USA",BROOKLYN,BROOKLYN,40.658544,-73.892029
"MAKE MUSIC NEW YORK, INC.",19-19,24 AVENUE,19-19 24 AVENUE,ASTORIA,QUEENS,40.77748018,-73.92197653
CHILDREN AT PLAY EARLY INTER. CENTER,40,MERRILL AVENUE,40 MERRILL AVENUE,STATEN ISLAND,STATEN ISLAND,40.60981108,-74.16203596
"THE CENTER FOR FAMILY SUPPORT, INC.",333,7 AVENUE,333 7 AVENUE,NEW YORK,MANHATTAN,40.74741384,-73.99282407
SUNSET COVE PARK,,,,FAR ROCKAWAY,QUEENS,40.59853006,-73.82299509
"BLOCK HOUSE, THE",,,,NEW YORK,MANHATTAN,40.68894427,-74.01385507
RUSTY WHEELBARROW FARM FOOD DROP-OFF SITE,72-02,WOODSIDE AVENUE,72-02 WOODSIDE AVENUE,WOODSIDE,QUEENS,40.74248958,-73.89253667
P.S. 091 RICHARD ARKWRIGHT,68-10,CENTRAL AVENUE,68-10 CENTRAL AVENUE,RIDGEWOOD,QUEENS,40.70353409,-73.88405009
LEMON TREE,341,ELVIN STREET,341 ELVIN STREET,STATEN ISLAND,STATEN ISLAND,40.60281045,-74.12135142
UP NORTH TOWING INC,,,,,,,
HISPANIC FEDERATION INC,400,WEST 155 STREET,400 WEST 155 STREET,NEW YORK,MANHATTAN,40.83037947,-73.94095651
NOAH'S ARK UNI DAY CARE CENTER,1738,EAST 48 STREET,1738 EAST 48 STREET,BROOKLYN,BROOKLYN,40.61807745,-73.92894995
NYPD 113TH PRECINCT STATION HOUSE,16702,BAISLEY BOULEVARD,16702 BAISLEY BOULEVARD,JAMAICA,QUEENS,40.679654,-73.775931
HOUSING WORKS INC,125,WHITE STREET,125 WHITE STREET,NEW YORK,MANHATTAN,40.71651687,-74.00046474
OUTDOOR STORAGE - AGENCY VEHICLES,31-11,20 AVENUE,31-11 20 AVENUE,ASTORIA,QUEENS,40.781974,-73.902968
GROUNDSWELL COMMUNITY MURAL PROJECT INC.,417,JUNIUS STREET,417 JUNIUS STREET,BROOKLYN,BROOKLYN,40.6647464,-73.90134535
UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,220,HENRY STREET,220 HENRY STREET,NEW YORK,MANHATTAN,40.71337833,-73.9862158
MUSLIM CENTER JUNIOR HS,137-58,GERANIUM AVENUE,137-58 GERANIUM AVENUE,FLUSHING,QUEENS,40.75080764,-73.820447
ROYAL CROWN INTERNATIONAL LLC,139-20,34 AVENUE,139-20 34 AVENUE,FLUSHING,QUEENS,40.76677262,-73.828309
GED - P2G - DEWITT CLINTON/D - AHSEP,100,WEST MOSHOLU PARKWAY SOUTH,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,BRONX,40.88128006,-73.88748336
KING OF KINGS FOUNDATION INC,,,,,,,
BROOKLYN RESOURCE RECOVERY INC,5811,PRESTON COURT,5811 PRESTON COURT,BROOKLYN,BROOKLYN,40.64053365,-73.92100613
WILLIAMSBURG,195,GRAHAM AVENUE,195 GRAHAM AVENUE,BROOKLYN,BROOKLYN,40.70917465,-73.94397234
PREMIER PARKING LLC,203,EAST 61 STREET,203 EAST 61 STREET,NEW YORK,MANHATTAN,40.76297584,-73.96505116
MOSHOLU MONTEFIORE COMMUNITY CENTER INC,3450,DEKALB AVENUE,3450 DEKALB AVENUE,BRONX,BRONX,40.88149709,-73.88073759
JOHN ERICSSON MIDDLE SCHOOL 126,424,LEONARD STREET,424 LEONARD STREET,BROOKLYN,BROOKLYN,40.71967167,-73.94802515
MSGR. ANDREW LANDI EARLY CHILDHOOD DEVELOPMENT CENTER,21-20,35 AVENUE,21-20 35 AVENUE,ASTORIA,QUEENS,40.76051981,-73.93469322
SOUTH BROOKLYN SDA CHURCH COMMUNITY SERVICE,42,PROSPECT PLACE,42 PROSPECT PLACE,BROOKLYN,BROOKLYN,40.67958117,-73.97662328
COLL NEW ROCHELLE DIST COUN 31 CMPS,140,PARK PLACE,140 PARK PLACE,NEW YORK,MANHATTAN,40.7145842,-74.01296186
LEARNING THROUGH AN EXPANDED ARTS PROGRAM INC,732,HENRY STREET,732 HENRY STREET,BROOKLYN,BROOKLYN,40.6759797,-74.00392978
PROPARK AMERICA NEW YORK LLC,411,WEST 55 STREET,411 WEST 55 STREET,NEW YORK,MANHATTAN,40.76711155,-73.98723017
ATRIA WEST 86,333,WEST 86 STREET,333 WEST 86 STREET,NEW YORK,MANHATTAN,40.789735,-73.97918505
"ACADEMY OF BOSNIA AND HERZEGOVINA, INC.",,,55-23 31ST AVENUE,WOODSIDE,QUEENS,,
THE CHILDREN'S VILLAGE,2965,EIGHTH AVENUE,2965 EIGHTH AVENUE,NEW YORK,MANHATTAN,40.83107743,-73.93733228
OFFICE CONDO UNIT,345,ADAMS STREET,345 ADAMS STREET,BROOKLYN,BROOKLYN,40.69272,-73.988446
URBAN YOUTH ALLIANCE INTERNATIONAL INC,432,EAST 149 STREET,432 EAST 149 STREET,BRONX,BRONX,40.81517092,-73.91628297
"BROOKLYN COMPREHENSIVE CARE CENTER, INC.",7608,BAY PARKWAY,7608 BAY PARKWAY,BROOKLYN,BROOKLYN,40.60755106,-73.9884082
FAMILY RENAISSANCE,123,LINDEN BOULEVARD,123 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,40.65271159,-73.9543193
"ALL SEASONS A&C DAY CARE, LLC",700,ROSEWOOD STREET,700 ROSEWOOD STREET,BRONX,BRONX,40.87288037,-73.8665806
ST PATRICK'S CHURCH,9511,4 AVENUE,9511 4 AVENUE,BROOKLYN,BROOKLYN,40.61505875,-74.03108591
PROSPECT FARM LEAF DROP-OFF SITE,1194,PROSPECT AVENUE,1194 PROSPECT AVENUE,BROOKLYN,BROOKLYN,40.65391156,-73.97670112
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,89,CATHERINE STREET,89 CATHERINE STREET,NEW YORK,MANHATTAN,40.71126419,-73.99585661
"FUND FOR THE CITY OF NEW YORK, INC.",88,VISITATION PLACE,88 VISITATION PLACE,BROOKLYN,BROOKLYN,40.67913724,-74.00945862
CALVARY HOSPITAL INC,1740,EASTCHESTER ROAD,1740 EASTCHESTER ROAD,BRONX,BRONX,40.84793002,-73.84391625
RED HOOK RECOVERY INC,242,NEVINS STREET,242 NEVINS STREET,BROOKLYN,BROOKLYN,40.6809011,-73.98673714
CHN - CARIBBEAN HOUSE CLINIC,1167,NOSTRAND AVENUE,1167 NOSTRAND AVENUE,BROOKLYN,BROOKLYN,40.65898369,-73.95017034
JAMAICA KIDS INFANT/TODDLER,1,JAMAICA CENTER PLAZA,1 JAMAICA CENTER PLAZA,JAMAICA,QUEENS,40.70246277,-73.80171966
LAS AMERICAS JEWELRY SCHOOL,94-14,ROOSEVELT AVENUE,94-14 ROOSEVELT AVENUE,JACKSON HEIGHTS,QUEENS,40.74872085,-73.87204661
"INSTITUTE FOR COMMUNITY LIVING, INC.",2581,ATLANTIC AVENUE,2581 ATLANTIC AVENUE,BROOKLYN,BROOKLYN,40.67602372,-73.89912472
CROTONA PARK,,,FULTON AVE/CROTONA PARK SOUTH,BRONX,BRONX,40.83030507,-73.90823502
RENAISSANCE HEALTH CARE NETWORK DIAGNOSTIC & TREATMENT CENTER,,,"215 125 STREET NEW YORK, NY",NEW YORK,MANHATTAN,40.80933865,-73.94919748
"YESHIVA & MESIVTA TORAH TEMIMAH, INC.",555,OCEAN PARKWAY,555 OCEAN PARKWAY,BROOKLYN,BROOKLYN,40.63483593,-73.97179597
KREATIVE KARE DAY CARE CENTER,541,KNICKERBOCKER AVENUE,541 KNICKERBOCKER AVENUE,BROOKLYN,BROOKLYN,40.69750446,-73.91556216
BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE,50,SHEFFIELD AVENUE,50 SHEFFIELD AVENUE,BROOKLYN,BROOKLYN,40.67637398,-73.8983348
CENTERLIGHT HEALTHCARE DIAGNOSTIC AND TREATMENT CENTER,122,BUSHWICK AVENUE,122 BUSHWICK AVENUE,BROOKLYN,BROOKLYN,40.71085077,-73.94079448
EYE SURGERY CENTER OF NEW YORK,3130,GRAND CONCOURSE,3130 GRAND CONCOURSE,BRONX,BRONX,40.87492096,-73.88575336
THE SCHOOL OF CREATIVITY AND INNOVATION,736,48 STREET,736 48 STREET,BROOKLYN,BROOKLYN,40.64296302,-74.00416878
LITTLE APPLE PRESCHOOL,213-54,35 AVENUE,213-54 35 AVENUE,BAYSIDE,QUEENS,40.76891157,-73.7725586
EAST 77TH REALTY LLC,500,EAST 77 STREET,500 EAST 77 STREET,NEW YORK,MANHATTAN,40.76961932,-73.95130599
BELL TELEPHONE LABORATORIES,,,,NEW YORK,MANHATTAN,40.73653968,-74.00907487
"UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG, INC",,,,,,,
"FEDERATION EMPLOYMENT & GUIDANCE SERVICE, INC.",315,HUDSON STREET,315 HUDSON STREET,NEW YORK,MANHATTAN,40.72627825,-74.00799032
"ORATORIO SOCIETY OF QUEENS, INC.",35-20,BROADWAY,35-20 BROADWAY,ASTORIA,QUEENS,40.76000939,-73.92179781
SHOLOM DAY CARE 1,82-04,LEFFERTS BOULEVARD,82-04 LEFFERTS BOULEVARD,KEW GARDENS,QUEENS,40.70747182,-73.83161781
MARY MITCHELL CENTER FOOD DROP-OFF SITE,2007,MAPES AVENUE,2007 MAPES AVENUE,BRONX,BRONX,40.84487859,-73.88727077
XAVERIAN HIGH SCHOOL,7100,SHORE ROAD,7100 SHORE ROAD,BROOKLYN,BROOKLYN,40.63672231,-74.03560726
MP EAST 28 LLC,479,1 AVENUE,479 1 AVENUE,NEW YORK,MANHATTAN,40.74043767,-73.97635123
ARISTA PREP SCHOOL,275,KINGSTON AVENUE,275 KINGSTON AVENUE,BROOKLYN,BROOKLYN,40.67021631,-73.94185092
CROWN MULTI-EDUC SVCS LEFFERT,405,LEFFERTS AVENUE,405 LEFFERTS AVENUE,BROOKLYN,BROOKLYN,40.66296457,-73.94766565
INSPIRING MINDS OF NEW YORK CITY INC.,410,FRANKLIN AVENUE,410 FRANKLIN AVENUE,BROOKLYN,BROOKLYN,40.68459443,-73.95662878
P.S. 307 DANIEL HALE WILLIAMS,209,YORK STREET,209 YORK STREET,BROOKLYN,BROOKLYN,40.70174723,-73.9816563
MEDWISE CENTER,91-10,ATLANTIC AVENUE,91-10 ATLANTIC AVENUE,OZONE PARK,QUEENS,40.68673257,-73.85063822
DOUGLASTON/LITTLE NECK,249-01,NORTHERN BOULEVARD,249-01 NORTHERN BOULEVARD,LITTLE NECK,QUEENS,40.76822172,-73.73823416
OPERA COMPANY OF BROOKLYN ASSOCIATION,,,BRENDAN MOFFITT,NEW YORK,MANHATTAN,,
VISITING NURSE SERVICE OF NEW YORK HOME CARE,1250,BROADWAY,1250 BROADWAY,NEW YORK,MANHATTAN,40.74772902,-73.98783387
PROJECT CREATE-ANTHONY HOUSE,73,LENOX AVENUE,73 LENOX AVENUE,NEW YORK,MANHATTAN,40.80067104,-73.9511158
FRANCIS EDUCATION CENTER,38-03,FRANCIS LEWIS BOULEVARD,38-03 FRANCIS LEWIS BOULEVARD,FLUSHING,QUEENS,40.7625152,-73.78506574
YESHIVA BOYAN,1205,44 STREET,1205 44 STREET,BROOKLYN,BROOKLYN,40.63916605,-73.99098621
P.S. 107 THOMAS A DOOLEY,167-02,45 AVENUE,167-02 45 AVENUE,FLUSHING,QUEENS,40.75551137,-73.79939941
FIFTH AVENUE SURGERY CENTER,1049,FIFTH AVENUE,1049 FIFTH AVENUE,NEW YORK,MANHATTAN,40.78103414,-73.95996092
CONCOURSE PLAZA,200,EAST 161 STREET,200 EAST 161 STREET,BRONX,BRONX,40.825107,-73.920285
KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC,3101,KINGSBRIDGE TERRACE,3101 KINGSBRIDGE TERRACE,BRONX,BRONX,40.87761144,-73.90070529
TRANSIT FACILITY,,,,BROOKLYN,BROOKLYN,40.6541,-73.961949
GIRLS INCORPORATED OF NEW YORK CITY,1865,MORRIS AVENUE,1865 MORRIS AVENUE,BRONX,BRONX,40.84859615,-73.90885382
PS 382,125,EAST 181 STREET,125 EAST 181 STREET,BRONX,BRONX,40.85533149,-73.90321083
WAY OUT CHURCH MINISTRIES INC.,518,EAST 148 STREET,518 EAST 148 STREET,BRONX,BRONX,40.81390707,-73.91477069
DIRECTIONS FOR OUR YOUTH INC,1640,BRONXDALE AVENUE,1640 BRONXDALE AVENUE,BRONX,BRONX,40.84503922,-73.85799094
ARC XVI FT WASHINGTON INC,,,4111 BROADWAY,,,,
8412 FLATLANDS AVE TEXTILE DROP-OFF SITE,,,"8412 FLATLANDS AVENUE, BROOKLYN, NY, USA",BROOKLYN,BROOKLYN,40.637424,-73.909783
VACATION DAY CAMP AT PS 32,32,ELVERTON AVENUE,32 ELVERTON AVENUE,STATEN ISLAND,STATEN ISLAND,40.55843809,-74.15512442
TRANSIT FACILITY,24,LINCOLN ROAD,24 LINCOLN ROAD,BROOKLYN,BROOKLYN,40.657784,-73.961605
"ELEV8 CENTER NEW YORK, LLC MSW IP",151,WEST 136 STREET,151 WEST 136 STREET,NEW YORK,MANHATTAN,40.81571881,-73.94206082
WHALEN GROVE,,,,BRONX,BRONX,40.85106856,-73.8859381
SAFE POINT LIGHTHOUSE OP,311,EAST 175 STREET,311 EAST 175 STREET,BRONX,BRONX,40.84675166,-73.90423727
QUIK PARK EAST 46TH STREET LLC,300,EAST 46 STREET,300 EAST 46 STREET,NEW YORK,MANHATTAN,40.7520466,-73.97017898
EAST SHORE LITTLE LEAGUE INC,246,HYLAN BOULEVARD,246 HYLAN BOULEVARD,STATEN ISLAND,STATEN ISLAND,40.61178344,-74.07027235
CHN MOBILE VAN VII,97-04,SUTPHIN BOULEVARD,97-04 SUTPHIN BOULEVARD,JAMAICA,QUEENS,40.69693112,-73.80588726
COMMUNITY ACCESS INC,535,EAST 11 STREET,535 EAST 11 STREET,NEW YORK,MANHATTAN,40.72794865,-73.98015242
BROOKLYN 5 GARAGE,602-24,COZINE AVENUE,602-24 COZINE AVENUE,BROOKLYN,BROOKLYN,40.660942,-73.870255
POSITIVE COMMUNITY IMAGES INC. (2),179,BUFFALO AVENUE,179 BUFFALO AVENUE,BROOKLYN,BROOKLYN,40.67321531,-73.924924
EDWIN GOULD SERVICES FOR CHILDREN & FAMILIES,126,STUYVESANT PLACE,126 STUYVESANT PLACE,STATEN ISLAND,STATEN ISLAND,40.64287472,-74.07714713
"BREAK A LEG PRODUCTIONS, INC.",,,,NEW YORK,MANHATTAN,,
CHARLES B WANG COMMUNITY HEALTH CENTER INC,137-43,45 AVENUE,137-43 45 AVENUE,FLUSHING,QUEENS,40.75164355,-73.82222185
NORTHTOWN PARK,,,,NEW YORK,MANHATTAN,40.763451,-73.947704
SHOREFRONT YM-YWHA OF BRIGHTON MANHATTAN BEACH INC,3300,CONEY ISLAND AVENUE,3300 CONEY ISLAND AVENUE,BROOKLYN,BROOKLYN,40.57558373,-73.95996951
AFRICAN AMERICAN WOMEN IN CINEMA,2006,WESTCHESTER AVENUE,2006 WESTCHESTER AVENUE,BRONX,BRONX,40.83328414,-73.85733738
"AMERICAN MODERN ENSEMBLE, INC.",400,WEST 43 STREET,400 WEST 43 STREET,NEW YORK,MANHATTAN,40.75895673,-73.9928348
PALM GARDENS NH ADHCP,2900,BRAGG STREET,2900 BRAGG STREET,BROOKLYN,BROOKLYN,40.58342648,-73.93326179
J F KENNEDY AIRPORT,,ROCKAWAY BVLD,ROCKAWAY BVLD,JAMAICA,QUEENS,40.640598,-73.758024
MOBILE EYE CLINIC,97-04,SUTPHIN BOULEVARD,97-04 SUTPHIN BOULEVARD,JAMAICA,QUEENS,40.69693112,-73.80588726
BX06A GARAGE,1787,WEST FARMS ROAD,1787 WEST FARMS ROAD,BRONX,BRONX,40.8363352,-73.88243997
FORDHAM TREMONT COMM MENTL HEALTH CENTER,817,EAST 180 STREET,817 EAST 180 STREET,BRONX,BRONX,40.8465265,-73.88501024
CHAI TOTS PRESCHOOL(TODDLERS),70,PROSPECT PARK WEST,70 PROSPECT PARK WEST,BROOKLYN,BROOKLYN,40.66855977,-73.97390904
BMT EXPANSION CONEY ISLAND YD,,STILLWELL AVENUE,STILLWELL AVENUE,BROOKLYN,BROOKLYN,40.585878,-73.981369
LEBANON DAY CAMP,131-72,223 STREET,131-72 223 STREET,SPRINGFIELD GARDENS,QUEENS,40.67987138,-73.74587195
P.S./M.S. 004 CROTONA PARK WEST,1701,FULTON AVENUE,1701 FULTON AVENUE,BRONX,BRONX,40.84118461,-73.89847821
NW 29TH STREET & 31ST AVENUE FOOD DROP-OFF SITE,,,,ASTORIA,QUEENS,40.76524333,-73.92510952
BREARLEY SCHOOL,610,EAST 83 STREET,610 EAST 83 STREET,NEW YORK,MANHATTAN,40.77246383,-73.94550301
HOWARD POOL,1593,EAST NEW YORK AVENUE,1593 EAST NEW YORK AVENUE,BROOKLYN,BROOKLYN,40.67324396,-73.90918996
SPRING HILL WELLNESS NEW YORK LLC OP-R,4105,AVENUE V,4105 AVENUE V,BROOKLYN,BROOKLYN,40.60782203,-73.92260664
POSTER HOUSE,119,WEST 23 STREET,119 WEST 23 STREET,NEW YORK,MANHATTAN,40.7435858,-73.99333109
SING FOR HOPE,,,548 BROADWAY,BROOKLYN,BROOKLYN,40.70422,-73.948064
P.S. 178 - DR. SELMAN WAKSMAN,850,BAYCHESTER AVENUE,850 BAYCHESTER AVENUE,BRONX,BRONX,40.87515405,-73.83309158
CHAMBERS STREET SUBWAY STATION (BMT),,,,NEW YORK,MANHATTAN,40.71339527,-74.003832
TRANSIT FACILITY,1162,MYRTLE AVENUE,1162 MYRTLE AVENUE,BROOKLYN,BROOKLYN,40.696859,-73.933644
90-77 198 ST TEXTILE DROP-OFF SITE,,,"90-77 198TH ST, QUEENS, NY 11423, USA",HOLLIS,QUEENS,40.71398,-73.760903
SUNRISE OF NEW DORP,470,NEW DORP LANE,470 NEW DORP LANE,STATEN ISLAND,STATEN ISLAND,40.5686971,-74.10757189
BFC-RADIO TRANSMITTER,575,HOWARD AVENUE,575 HOWARD AVENUE,STATEN ISLAND,STATEN ISLAND,40.620077,-74.090212
JR RANGER DAY CAMP-CROTONA CTR,,,1700 CROTONA AVE-NATURE CENTER,BRONX,BRONX,40.83811713,-73.89349973
PS 457,1116,SHERIDAN AVENUE,1116 SHERIDAN AVENUE,BRONX,BRONX,40.8320593,-73.91756142
GED - P2G -DREAMS-AHSEP,1604,ST JOHN'S PLACE,1604 ST JOHN'S PLACE,BROOKLYN,BROOKLYN,40.66994258,-73.92478085
BNOS JERUSALEM D'CHASIDEI BELZ,600,MCDONALD AVENUE,600 MCDONALD AVENUE,BROOKLYN,BROOKLYN,40.63941831,-73.97926975
THE HIGH SCHOOL FOR CLIMATE JUSTICE,320,EAST 96 STREET,320 EAST 96 STREET,NEW YORK,MANHATTAN,40.78325434,-73.94595791
ITALIAN AMERICAN CIVIL RIGHTS LEAGUE CANARSIE INC,226,BRISTOL STREET,226 BRISTOL STREET,BROOKLYN,BROOKLYN,40.66557458,-73.91208259
BRONXWORKS INC,200,WEST TREMONT AVENUE,200 WEST TREMONT AVENUE,BRONX,BRONX,40.85181951,-73.91713982
